Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),T50 (K)
K3LuSi2O7Eu0.01,13.01,7,0.01,6.99,175,71,8,63,410.11310000000003,174.9668,15.999,158.9678,750,220,60,160,7.16,3.44,0,3.44,15,6,1,5,37.20665654,13.618054,4.34066354,9.27739046,212.63,71,0.63,70.37,461.94434,174.9668,1.51964,173.44716,1476.85,660,1.85,658.15,31.339999999999996,24.08,0,24.08,55.02,42,0.02,41.98,130.13430947,95.326378,0.05670385,95.26967415,460,475
Ca2.97Si2O4N2Eu0.01,10.98,4,0.01,3.99,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.379999999999999,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,134.03,59.400000000000006,0.63,58.77,268.7313,119.03166000000002,1.51964,117.51202000000002,1126.4499999999998,534.6,1.85,532.75,26.61,13.76,0,13.76,47.96,24,0.02,23.98,118.056616794,54.472216,0.05670385,54.415512150000005,330,478
BaSi2O2N2Eu1,8,2,1,1,148,63,7,56,347.382,151.964,14.007,137.957,635,215,60,155,9.27,3.44,0,3.44,19,6,2,4,47.185916000000006,14.53413,5.211664,9.322465999999999,177,63,14,49,405.473,151.964,28.014,123.95,870,220,120,100,17.65,6.88,0,6.88,34,12,2,10,83.48978299999999,29.06826,5.211664,23.856596,450,480
Ca3BiP3O12Dy0.06,19.06,12,0.06,11.94,192,83,8,75,458.531161998,208.9804,15.999,192.9814,675,180,60,120,9.75,3.44,1,2.44,20,6,2,4,43.442461200000004,13.618054,5.93905,7.679004000000001,287.96,96,3.96,92.04,623.873685994,208.9804,9.75,199.2304,1730.5,720,10.5,709.5,52.8232,41.28,0.0732,41.2068,98.12,72,0.12,71.88,220.85803060000003,163.416648,0.35634299999999997,163.060305,384,480
K3ScF6Mn0.0341,10.0341,6,0.0341,5.9659,74,25,9,16,157.99065516299999,54.938044,18.998403163,35.939640837,570,220,50,170,7.71,3.98,0.82,3.16,18,7,1,6,35.758991540000004,17.42282,4.34066354,13.08215646,132.8525,57,0.8524999999999999,56.1475,278.1146142784,117.29490000000001,1.8733873004,115.42151269960002,1124.774,660,4.774,655.226,27.752855,23.88,0.052855,23.827144999999998,48.2387,42,0.2387,41.7613,124.3739006338,104.53692000000001,0.2535000138,104.28341998620002,460,480
K2TiF6Mn0.055,9.055,6,0.055,5.945,75,25,9,16,160.90174716299998,54.938044,18.998403163,35.939640837,550,220,50,170,7.89,3.98,0.82,3.16,19,7,1,6,36.02562154,17.42282,4.34066354,13.08215646,115.375,54,1.375,52.625,243.07561139799998,113.990418978,3.0215924199999997,110.96882655799999,887.7,440,7.7,432.3,27.145249999999997,23.88,0.08525,23.79475,48.385,42,0.385,41.615,120.45523807000001,104.53692000000001,0.40887099,104.12804901000001,460,480
Sr3NaYP3O12FEu0.03,21.03,12,0.03,11.97,183,63,8,55,417.450774441,151.964,15.999,135.965,955,200,50,150,12.709999999999999,3.98,0,3.98,26,7,1,6,64.24914890000001,17.42282,5.1390767,12.283743300000001,315.89,114,1.89,112.11,683.222218437,262.86,4.55892,258.30108,2035.55,720,5.55,714.45,56.83,41.28,0,41.28,104.06,72,0.06,71.94,240.91057585000001,163.416648,0.17011154999999997,163.24653645,365,480
LiGd0.3Mo5O20Eu0.9,27.2,20,0.3,19.7,180,64,3,61,428.103,157.25,6.94,150.31,715,185,60,125,7.779999999999999,3.44,0,3.44,17,6,1,5,37.922379761,13.618054,5.391714761,8.226339239000001,448.9,210,3,207,990.6126,479.75,6.94,472.81,2290.5,1200,54,1146,80.94,68.8,0,68.8,153.4,120,0.6,119.4,320.163230061,272.36108,1.8449388,270.5161412,395,483
Ga1.97O3Cr0.03,5,3,0.03,2.97,63,31,8,23,137.7181,69.723,15.999,53.724,330,140,60,80,6.91,3.44,1.66,1.78,15,6,3,3,26.3838658,13.618054,5.9993018,7.618752200000001,85.78999999999999,61.07,0.72,60.35,186.91119300000003,137.35431,1.559883,135.79442699999998,440.3,256.1,4.2,251.90000000000003,13.9355,10.32,0.0498,10.2702,24.09,18,0.18,17.82,52.875781845999995,40.854162,0.2029953,40.651166700000005,450,483
BaBeSiO4Eu0.03,7.03,4,0.03,3.97,145,63,4,59,342.3871831,151.964,9.0121831,142.9518169,675,215,60,155,7.799999999999999,3.44,0,3.44,16,6,2,4,41.974485,13.618054,5.211664,8.406390000000002,107.89,56,1.89,54.11,242.9791031,137.327,4.55892,132.76808,675.55,240,5.55,234.45,18.119999999999997,13.76,0,13.76,32.06,24,0.06,23.94,77.32837355000001,54.472216,0.17011154999999997,54.30210445,337,483
Ca9LaP7O28Eu0.005,45.005,28,0.005,27.995,163,63,8,55,377.92023199799996,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.465180200000006,13.618054,5.5769,8.041154,566.315,224,0.315,223.685,1165.1556239860001,447.97200000000004,0.75982,447.21218000000005,4195.925,1680,0.925,1679.075,121.75,96.32,0,96.32,224.01,168,0.01,167.99,515.3359627250001,381.305512,0.028351925,381.27716007500004,365,483
Ca9LaP7O28Eu0.005Mn0.05,45.055,28,0.005,27.995,188,63,8,55,432.85827599799995,151.964,15.999,135.965,860,195,60,135,9.280000000000001,3.44,0,3.44,25,7,2,5,48.89919820000001,13.618054,5.5769,8.041154,567.565,224,0.315,223.685,1167.9025261860002,447.97200000000004,0.75982,447.21218000000005,4202.925,1680,0.925,1679.075,121.8275,96.32,0,96.32,224.35999999999999,168,0.01,167.99,515.707663625,381.305512,0.028351925,381.27716007500004,365,483
NaSrBO3Ce0.01,6.01,3,0.01,2.99,120,58,5,53,277.53476928000003,140.116,10.81,129.306,710,200,60,140,8.48,3.44,0.93,2.51,14,6,1,5,38.28861690000001,13.618054,5.1390767,8.4789773,78.58,38,0.58,37.42,170.81792928000002,87.62,1.4011600000000002,86.21884,646.85,200,1.85,198.15,14.2512,10.32,0.011200000000000002,10.3088,24.02,18,0.02,17.98,60.041510900000006,40.854162,0.055386,40.798776000000004,355,483
NaCaLaV2O8Eu0.45,13.45,8,0.45,7.55,182,63,8,55,420.87773928,151.964,15.999,135.965,935,195,60,135,8.1,3.44,0,3.44,19,6,1,5,42.863757899999996,13.618054,5.1390767,8.4789773,226.35,64,11,53,500.23203928000004,138.90547,22.98976928,115.91570072,1388.25,480,83.25,396.75,33.81,27.52,0,27.52,64.9,48,0.9,47.1,141.81761115,108.944432,2.55167325,106.39275875000001,395,483
SrBaSiO4Eu1,8,4,1,3,179,63,8,55,420.995,151.964,15.999,135.965,770,215,60,155,7.18,3.44,0,3.44,16,6,2,4,38.346653200000006,13.618054,5.211664,8.406390000000002,203,63,14,49,468.992,151.964,28.085,123.87899999999999,950,240,110,130,17.5,13.76,0,13.76,34,24,2,22,79.20081520000001,54.472216,5.211664,49.260552000000004,450,485
Ca0.99Sr2Al2O6Ce0.01,11,6,0.01,5.99,137,58,8,50,310.79453850000004,140.116,15.999,124.11700000000002,750,200,60,140,8.120000000000001,3.44,0.95,2.49,15,6,2,4,36.9504448,13.618054,5.5386,8.079454000000002,170.38000000000002,76,0.58,75.42,366.2754570000001,175.24,1.4011600000000002,173.83884,1190.05,400,1.85,398.15,26.7612,20.64,0.011200000000000002,20.628800000000002,48.00000000000001,36,0.02,35.98,111.177004848,81.708324,0.055386,81.652938,375,485
Rb3LuV2O8Eu0.2,14.2,8,0.2,7.8,202,71,8,63,479.33910000000003,174.9668,15.999,158.9678,790,235,60,175,6.89,3.44,0,3.44,16,6,1,5,35.637625,13.618054,4.177128,9.440926000000001,304.6,111,12.600000000000001,98.4,691.6379999999999,256.4034,30.3928,226.01059999999998,1667,705,37,668,34.24,27.52,0,27.52,63.4,48,0.4,47.6,141.528138,108.944432,1.134077,107.810355,320,485
Ba3Sc4O9Bi0.016,16.016,9,0.016,8.984,168,83,8,75,407.26230799999996,208.9804,15.999,192.9814,595,215,60,155,7.59,3.44,0.89,2.55,16,6,2,4,32.676724,13.618054,5.211664,8.406390000000002,325.328,168,1.328,166.672,739.1393184,411.981,3.3436864,408.63731359999997,1827.56,645,2.56,642.44,39.1004,30.96,0.0304,30.9296,72.08,54,0.08,53.92,164.560006256,122.562486,0.11656825600000001,122.44591774400001,330,486
Y3Al5O12Ce0.02,20.02,12,0.02,11.98,118,58,8,50,272.0023785,140.116,15.999,124.11700000000002,550,185,60,125,7.39,3.44,1.12,2.32,14,6,2,4,31.3596824,13.618054,5.5386,8.079454000000002,279.16,117,1.16,115.84,596.4155324999999,266.71752,2.8023200000000004,263.91519999999997,1888.7,720,3.7,716.3,53.0124,41.28,0.022400000000000003,41.257600000000004,96.04,72,0.04,71.96,212.108042,163.416648,0.110772,163.305876,454,488
Ba2Gd4.5B5O17Eu0.5,29,17,0.5,16.5,196,64,5,59,473.35,157.25,10.81,146.44,725,215,60,155,7.57,3.44,0,3.44,15,6,2,4,38.947918,13.618054,5.211664,8.406390000000002,592.5,288,25,263,1384.2939999999999,707.625,54.050000000000004,653.575,2777.5,1020,92.5,927.5,75.86,58.48,0,58.48,131,102,1,101,313.9296155,231.506918,2.8351925,228.6717255,396,490
NaBaYB2O6Tb0.03,11.03,6,0.03,5.97,184,65,5,60,434.95695928,158.92535,10.81,148.11535,895,215,60,155,8.52,3.44,0,3.44,17,6,1,5,44.347873699999994,13.618054,5.1390767,8.4789773,165.95,56,1.95,54.05,371.60436977999996,137.327,4.7677605000000005,132.5592395,1110.25,360,5.25,354.75,27.76,20.64,0,20.64,48.06,36,0.06,35.94,115.0482767,81.708324,0.17591400000000001,81.53241,254,493
Ga2O3Cr0.03,5.03,3,0.03,2.97,63,31,8,23,137.7181,69.723,15.999,53.724,330,140,60,80,6.91,3.44,1.66,1.78,15,6,3,3,26.3838658,13.618054,5.9993018,7.618752200000001,86.72,62,0.72,61.28,189.002883,139.446,1.559883,137.88611699999998,444.2,260,4.2,255.8,13.9898,10.32,0.0498,10.2702,24.18,18,0.18,17.82,53.055760899999996,40.854162,0.2029953,40.651166700000005,450,493
Sr2.9Na0.05B2SiO8Sm0.05,14,8,0.05,7.95,138,62,5,57,315.86376928000004,150.36,10.81,139.55,820,200,60,140,10.43,3.44,0.93,2.51,18,6,1,5,46.5454099,13.618054,5.1390767,8.4789773,201.85,110.2,0.55,109.65,440.462488464,254.098,1.149488464,252.948511536,1358.25,580,9,571,36.36,27.52,0.04650000000000001,27.473499999999998,63.95,48,0.05,47.95,150.746407215,108.944432,0.256953835,108.687478165,402,493
Ca2.94Mg2.7P4O16Eu0.06Mn0.3,26,16,0.06,15.94,143,63,8,55,318.257805998,151.964,15.999,135.965,815,185,60,125,9.49,3.44,0,3.44,24,7,2,5,50.9685332,13.618054,5.670385,7.947669000000001,290.47999999999996,128,3.78,124.22,588.9311211920001,255.984,9.11784,246.86616,2347.2999999999997,960,11.1,948.9,70.742,55.04,0,55.04,129.5,96,0.12,95.88,301.023547288,217.888864,0.34022309999999995,217.5486409,365,493
Mg3Ga2GeO8Mn0.005,14.005,8,0.005,7.995,108,32,8,24,237.59504399999997,72.63,15.999,56.63099999999999,605,150,60,90,10.120000000000001,3.44,1.31,2.13,22,7,2,5,42.5970438,13.618054,5.9993018,7.618752200000001,194.125,64,0.125,63.875,413.25769022000003,139.446,0.27469022,139.17130978,1315.7,480,0.7000000000000001,479.3,37.08775,27.52,0.007750000000000001,27.512249999999998,64.035,48,0.035,47.965,151.81834568999997,108.944432,0.03717009,108.90726191,419,498
NaBaY0.3B2O6Eu0.7,11,6,0.3,5.7,182,63,5,58,427.99560928,151.964,10.81,141.154,905,215,60,155,8.52,3.44,0,3.44,17,6,1,5,44.15445869999999,13.618054,5.1390767,8.4789773,180.79999999999998,56,10,46,410.97732128,137.327,21.62,115.707,1108.5,360,54,306,26.906,20.64,0,20.64,47.3,36,0.8999999999999999,35.1,114.4895502,81.708324,1.8651779999999998,79.843146,394,498
Ca2YZr2Al3O12Eu0.08,20.08,12,0.08,11.92,183,63,8,55,415.1523785,151.964,15.999,135.965,885,185,60,125,8.6,3.44,0,3.44,20,6,2,4,44.238522599999996,13.618054,5.670385,7.947669000000001,299.04,96,5.04,90.96,636.5995755,191.988,12.15712,179.83088,1959.8,720,14.8,705.2,51.99,41.28,0,41.28,96.16,72,0.16,71.84,213.53895440000002,163.416648,0.4536308,162.9630172,395,498
Bi3.64Ge3O12Eu0.09,18.73,12,0.09,11.91,186,83,8,75,449.57340000000005,208.9804,15.999,192.9814,530,185,60,125,7.35,3.44,0,3.44,17,6,2,4,34.47339,13.618054,5.670385,7.947669000000001,499.79,302.12,5.67,296.45,1184.243416,760.688656,13.67676,747.0118960000001,1694.0500000000002,720,16.65,703.35,54.226,41.28,0,41.28,102.38000000000001,72,0.18,71.82,214.14456589000002,163.416648,0.5103346499999999,162.90631335,394,498
Lu1.88CaMg2Si3O12Ce0.12,20,12,0.12,11.88,183,71,8,63,423.5498,174.9668,15.999,158.9678,860,185,60,125,9.77,3.44,1,2.44,18,6,2,4,46.4935982,13.618054,5.425871,8.192183,322.44,133.48,6.96,126.52,710.6825040000001,328.937584,16.81392,312.123664,1881.2,720,22.2,697.8,52.6144,41.28,0.13440000000000002,41.1456,93.99999999999999,72,0.24,71.76,220.14259168000004,163.416648,0.6646319999999999,162.752016,470,498
LiGd0.2W2O8Eu0.8,12,8,0.2,7.8,212,74,3,71,515.9929999999999,183.84,6.94,176.9,705,185,60,125,7.32,3.44,0,3.44,17,6,1,5,38.693979760999994,13.618054,5.391714761,8.226339239000001,278.20000000000005,148,3,145,655.6332,367.68,6.94,360.74,1079,480,36,444,32.14,27.52,0,27.52,63,48,0.4,47.6,135.830473961,108.944432,1.2299592000000001,107.71447280000001,395,498
Cs2SiF6Mn0.1075,9.1075,6,0.1075,5.8925,103,55,9,46,234.926899123,132.90545196,18.998403163,113.90704879699999,560,260,50,210,8.22,3.98,0.79,3.19,19,7,1,6,36.902426548,17.42282,3.893905548,13.528914452000002,180.6875,110,2.6875,107.3125,413.79216262799997,265.81090392,5.905839729999999,259.90506418999996,945.05,520,15.049999999999999,504.95,27.526625,23.88,0.166625,23.713375,48.7525,42,0.7525,41.2475,121.27557103100001,104.53692000000001,0.799156935,103.73776306500001,460,498
Sr4Ge2O7F2Eu0.001,15.001,7,0.001,6.999,150,63,8,55,347.211403163,151.964,15.999,135.965,620,200,50,150,10.38,3.98,0,3.98,21,7,2,5,50.3055612,17.42282,5.670385,11.752435000000002,290.063,152,0.063,151.937,645.881770326,350.48,0.151964,350.328036,1570.185,800,0.185,799.815,39.86,24.08,0,24.08,72.002,42,0.002,41.998,168.75602718500002,95.326378,0.005670385,95.320707615,240,500
Ca3Y0.5Al3O15B4Eu0.5,26,15,0.5,14.5,148,63,5,58,334.73837849999995,151.964,10.81,141.154,815,185,60,125,9.309999999999999,3.44,0,3.44,19,6,2,4,45.902641599999995,13.618054,5.670385,7.947669000000001,290,120,19.5,100.5,604.8385355,239.985,43.24,196.745,2337.5,900,90,810,68.2,51.6,0,51.6,119.5,90,1,89,279.7034793,204.27081,2.8351925,201.4356175,397,500
Sr0.23Ca0.75Si2O2N2Eu0.02,7,2,0.02,1.98,150,63,7,56,337.75300000000004,151.964,14.007,137.957,800,200,60,140,10.329999999999998,3.44,0,3.44,21,6,2,4,53.78227439999999,14.53413,5.670385,8.863745,83.00000000000001,28,1.26,26.74,169.43238,56.17,3.03928,53.130720000000004,654.7,220,3.7,216.3,17.728499999999997,6.88,0,6.88,32,12,0.04,11.96,78.615827556,29.06826,0.1134077,28.9548523,450,500
BaLu4.82Si7O24Ce0.18Tb1,38,24,0.18,23.82,272,71,8,63,655.4191500000001,174.9668,15.999,158.9678,920,215,60,155,8.350000000000001,3.44,0,3.44,18,6,2,4,43.809672,13.618054,5.211664,8.406390000000002,763.6600000000001,342.22,10.44,331.78000000000003,1745.384206,843.3399760000001,25.22088,818.1190960000001,3476.8,1440,33.3,1406.7,101.77159999999999,82.56,0,82.56,186,144,0.36,143.64,422.12018722,326.833296,0.996948,325.83634800000004,350,500
K2NaSc0.9F6Cr0.1,10,6,0.1,5.9,84,24,9,15,178.03848044300003,51.9961,18.998403163,32.997696837,750,220,50,170,8.75,3.98,0.82,3.16,18,7,1,6,40.23056024,17.42282,4.34066354,13.08215646,124.30000000000001,54,2.4000000000000004,51.6,260.836715458,113.990418978,5.19961,108.790808978,1078,440,14,426,27.84,23.88,0.166,23.714,48.300000000000004,42,0.6000000000000001,41.4,124.93931578000002,104.53692000000001,0.6766510000000001,103.860269,435,500
Sr0.92Si2N2O2Eu0.02,6.9399999999999995,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,94.22000000000001,34.96,1.26,33.7,199.83168,80.61040000000001,3.03928,77.57112000000001,657.7,220,3.7,216.3,17.634,6.88,0,6.88,31.88,12,0.04,11.96,77.960419524,29.06826,0.1134077,28.9548523,450,500
Ca9NaZnP7O28Eu0.072Tb0.081,46.153000000000006,28,0.072,27.928,212,65,8,57,486.3098812779999,158.92535,15.999,142.92635,1015,185,60,125,9.209999999999999,3.44,0,3.44,30,12,1,11,56.2853559,13.618054,5.1390767,8.4789773,559.8009999999999,224,4.536,219.464,1137.674464616,447.97200000000004,10.941408,437.030592,4342.495,1680,13.319999999999999,1666.68,123.22999999999999,96.32,0,96.32,234.306,168,0.144,167.856,525.14722202,381.305512,0.40826771999999995,380.89724428,378,500
K2WPO8Eu1,13,8,1,7,179,74,8,66,421.87506199800004,183.84,15.999,167.841,700,220,60,160,8.15,3.44,0,3.44,20,6,1,5,41.97981854,13.618054,4.34066354,9.27739046,254,74,15,59,572.966361998,183.84,30.973761998,152.866238002,1340,480,100,380,33.05,27.52,0,27.52,63,48,2,46,141.64686008,108.944432,5.670385,103.27404700000001,396,500
Ca2Lu0.6NbO6Eu0.4,10,6,0.4,5.6,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,196.8,48,25.200000000000003,22.799999999999997,434.82204999999993,104.98008,60.7856,44.19448,1044,360,74,286,24.84,20.64,0,20.64,47,36,0.8,35.2,106.21716099999999,81.708324,2.268154,79.44017000000001,396,500
Ba2GdSb0.997O6Mn0.003,10,6,0.003,5.997,204,64,8,56,487.274044,157.25,15.999,141.251,740,215,60,155,9.13,3.44,0.89,2.55,22,7,2,5,41.021921000000006,13.618054,5.211664,8.406390000000002,274.92199999999997,112,0.075,111.925,649.457534132,274.654,0.164814132,274.489185868,1114.9850000000001,430,0.42,429.58,25.6685,20.64,0.0046500000000000005,20.63535,47.006,36,0.021,35.979,106.886313887,81.708324,0.022302054,81.68602194600001,350,503
Sr2La0.8SbO6Eu0.2,10,6,0.2,5.8,217,63,8,55,516.24847,151.964,15.999,135.965,785,200,60,140,7.539999999999999,3.44,0,3.44,18,6,2,4,39.1685952,13.618054,5.5769,8.041154,233.2,76,12.600000000000001,63.4,534.511176,175.24,30.3928,144.84720000000002,1098,400,37,363,25.47,20.64,0,20.64,47.8,36,0.4,35.6,107.30204440000001,81.708324,1.134077,80.574247,465,503
Sr3Y0.94P3O12Dy0.06,18.999999999999996,12,0.06,11.94,166,66,8,58,385.998601998,162.5,15.999,146.501,715,200,60,140,9.02,3.44,0.95,2.49,18,6,2,4,41.9559172,13.618054,5.6948672,7.923186800000001,295.61999999999995,114,3.96,110.04,641.090775594,262.86,9.75,253.11,1799.7,720,10.5,709.5,51.92,41.28,0.0732,41.2068,95.94,72,0.12,71.88,218.16187500000004,163.416648,0.35634299999999997,163.060305,349,503
Sr6.2La3P2.5Si3B1.5O26Mn0.08,42.28,26,0.08,25.92,162,57,5,52,367.331275998,138.90547,10.81,128.09547,890,200,60,140,13.17,3.44,0.95,2.49,30,7,2,5,59.260227199999996,13.618054,5.5769,8.041154,703.6,235.6,2,233.6,1558.2338585149996,543.244,4.39504352,538.8489564800001,4103.7,1560,11.200000000000001,1548.8,112.98899999999999,89.44,0.12400000000000001,89.316,206.96,156,0.56,155.44,469.82179458,354.069404,0.59472144,353.47468256,410,503
Ba3Sc4O9Bi0.016,16.016,9,0.016,8.984,168,83,8,75,407.26230799999996,208.9804,15.999,192.9814,595,215,60,155,7.59,3.44,0.89,2.55,16,6,2,4,32.676724,13.618054,5.211664,8.406390000000002,325.328,168,1.328,166.672,739.1393184,411.981,3.3436864,408.63731359999997,1827.56,645,2.56,642.44,39.1004,30.96,0.0304,30.9296,72.08,54,0.08,53.92,164.560006256,122.562486,0.11656825600000001,122.44591774400001,377,508
Ca8.1GdP7O28Eu0.007Mn0.03,44.137,28,0.007,27.993,195,64,8,56,451.20280599800003,157.25,15.999,141.251,845,185,60,125,9.38,3.44,0,3.44,24,7,2,5,49.47209420000001,13.618054,5.670385,7.947669000000001,556.191,224,0.441,223.559,1149.382023306,447.97200000000004,1.063748,446.90825200000006,4023.495,1680,1.295,1678.705,120.99649999999998,96.32,0,96.32,221.424,168,0.014,167.986,510.641380355,381.305512,0.039692695,381.26581930500004,380,508
Li3Ba2La0.3W8O32Eu2.7,48,32,0.3,31.7,261,74,3,71,634.9754700000001,183.84,6.94,176.9,935,215,60,155,8.11,3.44,0,3.44,20,6,1,5,43.33274776099999,13.618054,5.211664,8.406390000000002,1156.2,592,9,583,2730.136441,1470.72,20.82,1449.9,4423,1920,58.5,1861.5,128.73,110.08,0,110.08,253.3,192,0.8999999999999999,191.1,542.2715497830001,435.777728,1.67307,434.10465800000003,395,510
Sr2MgTeO6Eu0.25,10.25,6,0.25,5.75,173,63,8,55,407.488,151.964,15.999,135.965,735,200,60,140,7.799999999999999,3.44,0,3.44,18,6,2,4,41.6392012,13.618054,5.670385,7.947669000000001,203.75,76,12,64,461.13,175.24,24.305,150.935,1096.25,400,46.25,353.75,25.950000000000003,20.64,0,20.64,48.5,36,0.5,35.5,111.17154965,81.708324,1.41759625,80.29072775,465,510
K2LiAlF6Mn0.005,10.005,6,0.005,5.995,69,25,3,22,146.956285663,54.938044,6.94,47.998044,680,220,50,170,8.940000000000001,3.98,0.82,3.16,19,7,1,6,40.574984701000005,17.42282,4.34066354,13.08215646,108.125,54,0.125,53.875,226.383247698,113.990418978,0.27469022,113.715728758,1010.7,440,0.7000000000000001,439.3,28.11775,23.88,0.007750000000000001,23.872249999999998,48.035,42,0.035,41.965,124.63290033100002,104.53692000000001,0.03717009,104.49974991,465,510
KBaGd0.2Mo3O12Eu0.8,18,12,0.2,11.8,252,64,8,56,597.5883,157.25,15.999,141.251,1005,220,60,160,8.51,3.44,0,3.44,19,6,1,5,42.082992540000006,13.618054,4.34066354,9.27739046,360.20000000000005,126,12.8,113.2,809.2845,287.85,31.450000000000003,256.40000000000003,1774,720,36,684,49.71,41.28,0,41.28,95,72,0.4,71.6,200.01253274,163.416648,1.2299592000000001,162.1866888,395,510
Ca3Y0.4Ga3B4O15Tb0.5Eu0.1,26,15,0.1,14.9,231,65,5,60,536.40519,158.92535,10.81,148.11535,995,185,60,125,9.51,3.44,0,3.44,21,6,2,4,51.77997499999999,13.618054,5.670385,7.947669000000001,347.40000000000003,120,6.300000000000001,113.7,742.849411,239.985,15.1964,224.7886,2348,900,18.5,881.5,68.678,51.6,0,51.6,119.4,90,0.2,89.8,279.78609950000003,204.27081,0.5670385,203.70377150000002,369,510
Na3MgZrP3O12Eu0.01,20.01,12,0.01,11.99,149,63,8,55,337.45553127799997,151.964,15.999,135.965,830,185,60,125,9.2,3.44,0,3.44,20,6,1,5,49.19433670000001,13.618054,5.1390767,8.4789773,226.63,96,0.63,95.37,470.927233834,191.988,1.51964,190.46836,1866.85,720,1.85,718.15,53.28,41.28,0,41.28,96.02,72,0.02,71.98,224.63077495000002,163.416648,0.05670385,163.35994415000002,393,513
Sr1.85MgB2O6Ce0.05Tb0.05,10.950000000000001,6,0.05,5.95,186,65,5,60,437.77535,158.92535,10.81,148.11535,855,200,60,140,8.86,3.44,0,3.44,17,6,2,4,46.6595752,13.618054,5.5386,8.079454000000002,146.45000000000002,70.3,2.9000000000000004,67.39999999999999,318.9680675,162.097,7.005800000000001,155.09120000000001,1068,370,8.75,361.25,27.843500000000002,20.64,0,20.64,47.900000000000006,36,0.1,35.9,117.05622131999999,81.708324,0.27693,81.43139400000001,323,515
Ca8ZnLa0.1P7O28Eu0.9,45,28,0.1,27.9,193,63,8,55,443.300231998,151.964,15.999,135.965,855,195,60,135,9.379999999999999,3.44,0,3.44,30,12,2,10,50.85937920000001,13.618054,5.5769,8.041154,581.4000000000001,224,5.7,218.3,1201.450480986,447.97200000000004,13.890547000000002,434.081453,4141,1680,19.5,1660.5,121.41,96.32,0,96.32,233.10000000000002,168,0.30000000000000004,167.7,518.6727911,381.305512,0.55769,380.74782200000004,391,520
LaMgGa10.995O19Cr0.005,31.999999999999996,19,0.005,18.995,132,57,8,49,300.92857,138.90547,15.999,122.90647000000001,675,195,60,135,9.32,3.44,1.1,2.34,20,6,2,4,39.607000799999994,13.618054,5.5769,8.041154,561.965,340.84499999999997,0.12,340.72499999999997,1234.0558354999998,766.604385,0.2599805,766.3444045,2915.0499999999997,1429.35,0.7000000000000001,1428.6499999999999,87.67925000000001,65.36,0.0083,65.3517,152.01500000000001,114,0.03,113.97,337.96231684099996,258.743026,0.03383255,258.70919345,410,520
SrLu0.99Al2Si2O2N5Ce0.01,13,5,0.01,4.99,209,71,7,64,487.7753385000001,174.9668,14.007,160.9598,920,200,60,140,13.060000000000002,3.44,0.95,2.49,24,6,2,4,58.9489736,14.53413,5.425871,9.108259,213.87000000000003,70.29,0.58,69.71000000000001,474.404369,173.217132,1.4011600000000002,171.815972,1290.1,325,1.85,323.15,31.051199999999998,15.2,0.011200000000000002,15.188799999999999,55.00000000000001,25,0.02,24.98,139.30352628999998,72.67065,0.055386,72.615264,350,523
Na3Sc1.3P3O12Eu0.35,19.650000000000002,12,0.35,11.65,118,63,8,55,266.882439278,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,223.35000000000002,96,22.049999999999997,73.95,465.50867423399995,191.988,53.1874,138.8006,1832.75,720,64.75,655.25,52.408,41.28,0,41.28,94.60000000000001,72,0.7,71.3,220.80850785,163.416648,1.9846347499999997,161.43201325,394,523
